id,sentence
q2_3_4_page_283-0010,"Lại người cùng huyện là Thự Phó vệ uý Võ diệu Lê Đình Cẩm, Cai đội Nguyễn Hữu Hiệu đều lần lượt chết trận, đều liệt thờ ở đền Trung Nghĩa."
q2_3_4_page_284-0001,"Đỗ Văn Hodng: lại có tên là Diên, người huyện Đăng Xương, làm quan đời Duệ Tông."
q2_3_4_page_284-0002,"Năm Quý Ty thứ 8, Nguyễn Văn Nhạc cướp phá Quảng Nam Quảng Ngãi, Duệ Tông hạ lệnh cho Nguyễn Cửu Thống đem quân đi đánh, cử Đỗ Văn Hoảng làm Tán lý, Hoảng bại binh bị chết."
q2_3_4_page_284-0003,"Năm Gia Long thứ 9, liệt thờ ở đền Hiển Trung và miếu Trung Hưng công thần."
q2_3_4_page_284-0004,"Vũ Văn An: người huyện Đăng Xương, đầu đời Trung Hưng làm Cai cơ dinh Tiền quân."
q2_3_4_page_284-0005,"Năm Giáp Dẫn theo đi đánh giặc ở cửa biển Thi Nại, bị chết trận, tặng chức Cai cơ."
q2_3_4_page_284-0006,Lại người cùng huyện là Hồ Công Siêu hồi đầu đời Trung Hưng làm-Khâm sai Tham tán.
q2_3_4_page_284-0007,"Năm Quý Mão theo Tôn Thất Dụ vào cứu viện Gia Định, đánh giặc ở cầu Tham Lương, bị chết trận, được tặng chức Tham khám."
q2_3_4_page_284-0008,"Phó Vệ úy vệ Uy võ Trần Văn Di hồi đầu đời Trung Hưng theo đi đánh giặc, bị chết trận, tặng chức Vệ uý."
q2_3_4_page_284-0009,"Cai đội Nguyễn Hữu Khoáng, năm Quý Mão đánh giặc tại Khố Sơn, bị chết trận, tặng chức Cai cơ."
q2_3_4_page_284-0010,"An, Di Khoáng đều liệt thd ở miếu Trung Hưng công thần An, Khoáng và Siêu đều thờ ở miếu Hiển Trung."
q2_3_4_page_284-0011,"Phan Văn Thuý: người huyện Đăng Xương đầu đời Trung Hưng quy thuận và theo quân, làm Về uý vệ Hổ uy."
q2_3_4_page_284-0012,"Đời Gia Long bổ ra Trấn thủ Quảng Bình, vì có tội biếm xuống Cai cơ."
q2_3_4_page_284-0013,"Đầu đời Minh Mệnh thăng Chưởng cơ, lại thăng Nội thị Long võ dinh Đô thống chế."
q2_3_4_page_284-0014,"Năm thứ 8 sung Kinh lược biên vụ Nghệ An, rồi lãnh Phó Tổng trấn Bắc Thành."
q2_3_4_page_284-0015,"Sau triệu về, thăng Hậu quân Đô thống phủ Chưởng phủ sự, phong Chương nghĩa hầu."
q2_3_4_page_284-0016,"Lúc Lê Văn Khôi chiếm cứ Phan An làm loạn, vua trao cho chức Thảo nghịch Hữu Tướng quân đem quân tiến đánh ở Biên Long, phá tan được giặc, rồi bệnh mất, được gia tặng hàm Thiếu bảo."
q2_3_4_page_284-0017,"Nguyễn Tăng Địch: người huyện Đăng Xương, lưu ngụ ở Gia Định."
q2_3_4_page_284-0018,"Năm Tân Hợi thi đậu bổ Cống sĩ viện, sau đổi làm Tham luận Tuyển phong."
q2_3_4_page_284-0019,"Đầu đời Gia Long thăng dần đến Hiệp trấn Thanh Hoa, đổi Ký lục Bình Định, sau triệu về, thăng Hữu Tham tri Binh bộ."
q2_3_4_page_284-0020,Đầu đời Minh Mệnh thăng Thự Thượng thư Công bộ rồi chết.
q2_3_4_page_284-0021,"Nguyễn Hoàng: người huyện Đăng Xương, năm Minh Mệnh thứ 7, được ghi tên vào sổ Anh danh, thăng Đội trưởng, rồi thăng dần đến Phó Vệ uý vệ Kỳ võ, đi Trấn Tây bắt giặc."
q2_3_4_page_284-0022,"Đầu đời Thiệu Trị, có công đánh các xứ Sơn Tĩnh, Ô Môn và Trà Vinh, thăng Lãnh binh hai tỉnh Vĩnh Long, An Giang, lại thăng Chưởng vệ."
q2_3_4_page_284-0023,"Năm thứ 5, quản binh thuyền đi đường Tiền Giang dẹp giặc đại thắng, lại đánh tan xích sắt ngăn sông, dẹp yên Trấn Tây nên được thăng Đề đốc, được ban cho bài vàng ""An Tây tuấn kiện tướng""."
q2_3_4_page_284_285-0001,Sau triệu về trao chức Thống chế dinh Tiền Phong Long võ dinh Đô thống chế.
q2_3_4_page_285-0001,"Năm thứ 8 sung Kinh lược biên vụ Nghệ An, rồi lãnh Phó Tổng trấn Bắc Thành."
q2_3_4_page_285-0002,"Sau triệu về, thăng Hậu quân Đô thống phủ Chưởng phủ sự, phong Chương nghĩa hầu."
q2_3_4_page_285-0003,"Lúc Lê Văn Khôi chiếm cứ Phan An làm loạn, vua trao cho chức Thảo nghịch Hữu Tướng quân đem quân tiến đánh ở Biên Long, phá tan được giặc, rồi bệnh mất, được gia tặng hàm Thiếu bảo."
q2_3_4_page_285-0004,"Nguyễn Tăng Địch: người huyện Đăng Xương, lưu ngụ ở Gia Định."
q2_3_4_page_285-0005,"Năm Tân Hợi thi đậu bổ Cống sĩ viện, sau đổi làm Tham luận Tuyển phong."
q2_3_4_page_285-0006,"Đầu đời Gia Long thăng dần đến Hiệp trấn Thanh Hoa, đổi Ký lục Bình Định, sau triệu về, thăng Hữu Tham tri Binh bộ."
q2_3_4_page_285-0007,Đầu đời Minh Mệnh thăng Thự Thượng thư Công bộ rồi chết.
q2_3_4_page_285-0008,"Nguyễn Hoàng: người huyện Đăng Xương, năm Minh Mệnh thứ 7, được ghi tên vào sổ Anh danh, thăng Đội trưởng, rồi thăng dần đến Phó Vệ uý vệ Kỳ võ, đi Trấn Tây bắt giặc."
q2_3_4_page_285-0009,"Đầu đời Thiệu Trị, có công đánh các xứ Sơn Tĩnh, Ô Môn và Trà Vinh, thăng Lãnh binh hai tỉnh Vĩnh Long, An Giang, lại thăng Chưởng vệ."
q2_3_4_page_285-0010,"Năm thứ 5, quản binh thuyền đi đường Tiền Giang dẹp giặc đại thắng, lại đánh tan xích sắt ngăn sông, dẹp yên Trấn Tây nên được thăng Đề đốc, được ban cho bài vàng ""An Tây tuấn kiện tướng""."
q2_3_4_page_285_286-0001,Sau triệu về trao chức Thống chế dinh Tiền Phong phong Võ Xá tử.
q2_3_4_page_286-0001,"Đầu đời Tự Đức, bổ đi Tổng đốc Định-Biên, khắc tên vào bia Võ Công, rồi đổi Tổng đốc Long-Tường, sau triệu về bổ Đô thống Hữu quân."
q2_3_4_page_286-0002,"Năm thứ 9 chết, tặng chức Đô thống phủ Đô thống Chưởng phủ sự, liệt thờ ở miếu Hiền Lương."
q2_3_4_page_286-0003,"Lê Mậu Cúc: người huyện Đăng Xương, Trấn thủ Nam Định."
q2_3_4_page_286-0004,"Năm Minh Mệnh thứ 7, Phan Bá Vành nổi loạn, Cúc đem quân tiều bắt, bị chết trận, tặng chức Thống chế."
q2_3_4_page_286-0005,Năm Tự Đức thứ 11 liệt thờ ở đầu tả ban đền Trung Nghĩa.
q2_3_4_page_286-0006,"Lại người cùng huyện là Phó Vệ uý vệ Trang võ Phạm Văn Toản, Phó Vệ uý vệ Cẩm y Hoàng Văn Quý, Cai đội Nguyễn Văn Hòa, Hồ Văn Vạn, Mai Văn Biên, Nguyễn Văn Phú, Thành thủ uý sung hiệp Quản cơ Tĩnh man Dương Phúc Tú đều lần lượt chết trận."
q2_3_4_page_286-0007,"Án sát Thái Nguyên Nguyễn Mưu, năm Minh Mệnh thứ 15 đi dẹp giặc ở châu Bạch Thông, thất lợi nên bị bắt, lúc ở trong giặc, Mưu bí mật sai Đội trưởng Trần Văn Kha đem thư mật báo quan quân đánh úp, việc tiết lộ nên bị giặc giết."
q2_3_4_page_286-0008,Năm Tự Đức thứ 11 đều liệt thờ ở đền Trung Nghĩa.
q2_3_4_page_286-0009,"Nguyễn Công Tiệp: người huyện Hải Lăng, năm Tân Dậu quy thuận, thăng dần đến Tham tri Hộ bộ, lãnh Hộ tào Bắc Thành."
q2_3_4_page_286-0010,"Sau triệu về làm Tả Tham tri Binh bộ, vì có tội bị biếm xuống làm Lang trung, sau lại thăng Hữu Thị lang Binh bộ, biện lý Binh Tào Gia Định, lúc chết được tặng chức Tham tri Binh bộ."
q2_3_4_page_286-0011,"Tiệp am hiểu điển cố, từng soạn sách Sĩ hoạn tu tri lục lưu hành."
q2_3_4_page_286-0012,"Nguyễn Hữu Gia: người huyện Hải Lăng, là con Hiệp biên Đại học sĩ Nguyễn Hữu Thận, đỗ cử nhân."
q2_3_4_page_286-0013,"Khoảng đời Minh Mệnh, đầu bổ điển tịch, thăng dần đến Thị lang Binh bộ, ra lãnh Binh tào Bắc thành, có tội nên bị biếm xuống làm Án sát Tuyên Quang."
q2_3_4_page_286-0014,"Em là Hữu Huyến cũng đỗ cử nhân làm Lang trung Lễ bộ, đời Tự Đức sung sứ bộ sang nước Thanh, về đến Ngô Châu thì chết, gia tặng hàm Thái bộc tự khanh."
q2_3_4_page_286-0015,"Nguyễn Thừa Tự: người huyện Hải Lăng, đời Thế Tông làm Ký lục Quảng Nam, sau triệu về lãnh Hộ bộ và Binh bộ rồi chết, được tặng chức Tham chính."
q2_3_4_page_286-0016,"Con là Thừa Diễn làm Ký lục Bình Thuận, đầu đời Trung Hưng theo đi Gia Định được trao chức Tham tán, đóng giữ Cần Úc rồi chết."
q2_3_4_page_286-0017,"Con Thừa Diễn là Thừa Ước, làm Khâm sai đốc chiến đánh giặc ở Gia Định bị chết trận."
q2_3_4_page_286-0018,"Diễn, Ước đều liệt thờ ở đền Trung Tiết."
q2_3_4_page_286-0019,"Lê Đại Nghĩa: người huyện Hải Lăng, tính cương trực, đầu đời Trung Hưng làm Hàn Lâm viện, từng theo đi đánh dẹp."
q2_3_4_page_286-0020,"Đầu đời Gia Long ra làm Ký lục Quảng Trị, sau triệu về phụng triều thỉnh."
q2_3_4_page_286_287-0001,"Đại Nghĩa từng chầu tiềm để, đầu đời Minh Mệnh trao cho chức Cần Chính điện Đại học sĩ, dạy bảo hoàng bộ."
q2_3_4_page_287-0001,"Tiệp am hiểu điển cố, từng soạn sách Sĩ hoạn tu tri lục lưu hành."
q2_3_4_page_287-0002,"Nguyễn Hữu Gia: người huyện Hải Lăng, là con Hiệp biên Đại học sĩ Nguyễn Hữu Thận, đỗ cử nhân."
q2_3_4_page_287-0003,"Khoảng đời Minh Mệnh, đầu bổ điển tịch, thăng dần đến Thị lang Binh bộ, ra lãnh Binh tào Bắc thành, có tội nên bị biếm xuống làm Án sát Tuyên Quang."
q2_3_4_page_287-0004,"Em là Hữu Huyến cũng đỗ cử nhân làm Lang trung Lễ bộ, đời Tự Đức sung sứ bộ sang nước Thanh, về đến Ngô Châu thì chết, gia tặng hàm Thái bộc tự khanh."
q2_3_4_page_287-0005,"Nguyễn Thừa Tự: người huyện Hải Lăng, đời Thế Tông làm Ký lục Quảng Nam, sau triệu về lãnh Hộ bộ và Binh bộ rồi chết, được tặng chức Tham chính."
q2_3_4_page_287-0006,"Con là Thừa Diễn làm Ký lục Bình Thuận, đầu đời Trung Hưng theo đi Gia Định được trao chức Tham tán, đóng giữ Cần Úc rồi chết."
q2_3_4_page_287-0007,"Con Thừa Diễn là Thừa Ước, làm Khâm sai đốc chiến đánh giặc ở Gia Định bị chết trận."
q2_3_4_page_287-0008,"Diễn, Ước đều liệt thờ ở đền Trung Tiết."
q2_3_4_page_287-0009,"Lê Đại Nghĩa: người huyện Hải Lăng, tính cương trực, đầu đời Trung Hưng làm Hàn Lâm viện, từng theo đi đánh dẹp."
q2_3_4_page_287-0010,"Đầu đời Gia Long ra làm Ký lục Quảng Trị, sau triệu về phụng triều thỉnh."
q2_3_4_page_287_288-0001,"Đại Nghĩa từng chầu tiềm để, đầu đời Minh Mệnh trao cho chức Cần Chính điện Đại học sĩ, dạy bảo hoàng tử; về việc giảng dạy giúp ích khá nhiều."
q2_3_4_page_288-0001,"Năm thứ hai thì chết được tặng chức Tham tri Binh hộ, đầu đời Thiệu Trị tặng Thượng thư Lễ bộ."
q2_3_4_page_288-0002,"Năm Tự Đức thứ 11, liệt thờ ở đền Hiền Lương."
q2_3_4_page_288-0003,"Con là Hữu Bản, cũng cương trực như tính cha."
q2_3_4_page_288-0004,"Đời Minh Mệnh do ấm sinh, thăng dần đến Lang trung Hộ bộ, có tội nên bị mất chức, sau được khởi phục thăng dần đến Bố chánh Định Tường rồi chết khi còn tại chức."
q2_3_4_page_288-0005,"Nguyễn Đức Hoạt: người huyện Hải Lăng, đỗ cử nhân đời Minh Mệnh, làm đến Nội các Thừa chỉ, sau đi sứ nước Thanh về, được thăng Bố chánh Nghệ An."
q2_3_4_page_288-0006,"Đầu đời Thiệu Trị làm Hữu Tham tri Lại bộ, lại sung chánh sứ sang nước Thanh, khi trở về được thăng Thượng thư Lại bộ, ra làm Tổng đốc Định Biên, rồi chết tại chức."
q2_3_4_page_288-0007,"Trần Tuyên: người huyện Hải Lăng, đời Minh Mệnh làm Bố chánh Vĩnh Long."
q2_3_4_page_288-0008,Đầu đời Thiệu Trị đi dẹp giặc nhưng thua nên bị giết.
q2_3_4_page_288-0009,"Đời Tự Đức liệt thờ ở đền Trung Nghĩa, sau tỏ dấu vết linh ứng có sắc cho dựng đền riêng."
q2_3_4_page_288-0010,"Lại người cùng huyện có thí sai Phó quản cơ Phan Đắc Cường, Phó quản cơ Lê Văn Tứ, Cai đội Trần Văn Giai và người huyện Địa Linh; An Giang là Phó quản cơ Nguyễn Văn Loan, thí sai Phó quản cơ Nguyễn Hữu Tăng, Cai đội Phạm Văn Tình đều lần lượt chết trận, đều liệt thờ ở đền Trung Nghĩa."
q2_3_4_page_289-0001,NGƯỜI CHIÊM THÀNH LIỆT NỮ
q2_3_4_page_289-0002,My È trinh phủ nhân: là vợ chúa Chiêm Thành Sạ Đẩu.
q2_3_4_page_289-0003,"Lý Thái Tông thân đi đánh Chiêm Thành, Sạ Đẩu chống cự, bày trận ở bên sông Bố Chính."
q2_3_4_page_289-0004,"Quách Gia Di xông trận chém được Sạ Đẩu, rồi kéo quân vào thành Phật Thệ, bắt thê thiếp của Sạ Đẩu."
q2_3_4_page_289-0005,"Khi về đến Hoàng Giang, phủ nhân nghe sứ của vua triệu đến hầu thuyền ngự, bèn nhảy xuống sông tự tử, người trong nước cho là có nghĩa nên lập đền thờ."
q2_3_4_page_289-0006,"Về sau Thái Tông đi ra Ly Nhân, thuyền ngự theo ven sông thấy bờ có đền, lấy làm lạ bèn hỏi bầy tôi tả hữu đem việc ấy tâu bày, vua thương xót, sai quan tế phong Hiệp chính nương."
q2_3_4_page_289-0007,"Trương Tiết Phụ: (không rõ tên), tiên tổ là người Chiết Giang (Trung Quốc) đã nhiều đời ở Chiêm Thành."
q2_3_4_page_289-0008,"Lúc 17 tuổi lấy chồng là người họ Từ, phụng dưỡng mẹ chồng rất hiếu thảo."
q2_3_4_page_289-0009,"Bấy giờ biên giới có biến động chồng phải theo quân đi đánh thì bị chết trận ở giữa biển, thị được tin gào khóc thảm thiết, đến bờ biển tìm được xác chồng đem về chôn ở cạnh mộ tổ, nuôi dưỡng con côi, suốt đời không cải giá, người ta khen là trinh tiết, Thạch Liêm thiền sư có làm thơ khen."
q2_3_4_page_290-0001,ĐỜI NGUYỄN
q2_3_4_page_290-0002,Nguyễn Thị Ngữ: tiên tổ là người Quảng Bình sau dời đến ở xã Xước Dụ huyện Hương Trà.
q2_3_4_page_290-0003,Thị là vợ Thượng thư bộ Lễ Đặng Đức Siêu.
q2_3_4_page_290-0004,"Tây Sơn nổi loạn, Siêu lẻn vào Gia Định, thị ở nhà nuôi con giữ tiết, tư đồ giặc là Vũ Văn Dũng muốn lấy, thị không chịu."
q2_3_4_page_290-0005,"Dũng cũng không cưỡng. Sau Siêu trở về rồi chết vào năm Gia Long thứ 9, thị làm ma đủ nghi lễ rồi ở goá đến già."
q2_3_4_page_290-0006,"Năm Minh Mệnh thứ 8, có sắc ban biển ngạch khắc bốn chữ ""Đổng quản phương tiêu"" (1) và cho dựng đình treo biển để biểu dương."
q2_3_4_page_290-0007,"Thị thọ 82 tuổi, chết năm Thiệu Trị thứ 2, vua ban cho gầm đoạn vải lụa và tiền để trị tang."
q2_3_4_page_290-0008,"Nguyễn Thị Chính: người huyện Hương Trà, năm 18 tuổi, lấy người cùng làng là Lê Tân, sinh một trai một gái."
q2_3_4_page_290-0009,"Lê Tân chết còn mẹ già, thị thờ mẹ chồng, nuôi con bé, khổ hạnh hơn 40 năm."
q2_3_4_page_290-0010,Năm Minh Mệnh thứ 8 được biểu dương.
q2_3_4_page_290-0011,"Nguyễn Thị Luyện: người huyện Hương Trà, năm 22 tuổi, chồng là Nguyễn Sinh chết, không có con, thị giữ trinh tiết 46 năm."
q2_3_4_page_290-0012,"Năm Minh Mệnh thứ 8, được biểu dương."
q2_3_4_page_290-0013,"(1) Đổng quản: quản bút đỏ, đời xưa phụ nữ dùng để ghi chép những lời khuyện răn."
q2_3_4_page_290-0014,Bốn chữ này nghĩa là làm tiêu biểu dấu thơm của người phụ nữ.
q2_3_4_page_291-0001,"Nguyễn Thị Xuân: người huyện Quảng Điền, chồng là Hoàng Hòa, làm Đội trưởng."
q2_3_4_page_291-0002,"Năm Canh Thân, đầu đời Trung Hưng, Hòa theo đi đánh giặc bị chết trận, lúc ấy thị Xuân 26 tuổi, ở goá nuôi mẹ chồng, lúc mẹ chồng chết, ma chay đủ lễ nghi, giữ tiết nghĩa 27 năm rồi chết."
q2_3_4_page_291-0003,Năm Minh Mệnh thứ 8 được biểu dương.
q2_3_4_page_291-0004,"Đỗ Thị Tuyết: người huyện Đăng Xương, lấy chồng người cùng làng là Ngô Văn Thuỳ, mới một tháng thì Thuỳ chết."
q2_3_4_page_291-0005,"Lúc ấy thị 20 tuổi, không có con, nhiều người muốn lấy, cha mẹ chồng khuyện thị cải giá, thị thề giữ tiết đến chết."
q2_3_4_page_291-0006,"Khi cha mẹ chồng chết, thị làm ma chay đủ lễ nghi, người ta đều khen là người hiếu."
q2_3_4_page_291-0007,Năm Minh Mệnh thứ 17 được biểu dương.
q2_3_4_page_291-0008,TĂNG
q2_3_4_page_291-0009,"Tạ Nguyên Thiều: tự là Hoán Bích, tiên tổ là người Triều Châu tỉnh Quảng Đông (Trung Quốc), năm 19 tuổi xuất gia ở chùa Báo Tư."
q2_3_4_page_291-0010,"Năm Ất Tỵ, Thái Tông thứ 17 sang phương Nam, treo tích trượng ở phủ Quy Ninh, dựng ngôi chùa Thập Tháp, Di Đà."
q2_3_4_page_291-0011,Sau đến núi Phú Xuân ở Thuận Hoá dựng chùa Quốc Ân và xây tháp Phổ Đồng.
q2_3_4_page_291-0012,"Lại vâng mệnh của Anh Tông sang phương Đông tìm cao tăng, tìm được Thạch Liêm hòa thượng về trụ trì chùa Hà Trung."
q2_3_4_page_291_292-0001,"Lúc mắc bệnh, có làm bài kệ rằng Tích tích kính vô trân Minh minh châu bất dung, Đường đường vật phi vật Liệu liêu không phỉ không."
q2_3_4_page_292-0001,(Lặng lẽ như gương không bụi Sáng suốt như ngọc không hình.
q2_3_4_page_292-0002,Rõ ràng là vật mà không phải vật Không rộng mà c chẳng phải không).
q2_3_4_page_292-0003,"Rồi chết một cách nghiêm trang, tính theo tuổi nhà chùa thì thọ 81 tuổi."
q2_3_4_page_292-0004,"Tăng đồ dựng tháp Hoá Môn để chứa cất xá ly, Hiển Tông cho hiệu là Hạnh Đoan thiền sư."
q2_3_4_page_292-0005,"Giác Linh: hiệu là Huyền Khê hòa thượng, người Quảng Đông, hòa thượng là đời thứ 25 của sơn phái Lâm Tế."
q2_3_4_page_292-0006,"Lúc còn ít tuổi, tính thích du hiệp, tỉnh võ nghệ, vì báo cửu mà giết người, bèn trốn đi ở chùa."
q2_3_4_page_292-0007,"Lúc đầu vượt biển sang Đông Phố (nay là Gia Định) làm sư vận du, sau đến Thuận Hoá, theo tích trượng ở chùa Pháp Vân (nay đổi là Thiên Phúc)."
q2_3_4_page_292-0008,"Hòa thượng tỉnh thiền học, tăng đồ ngày càng nhiều, nghe hòa thượng giỏi võ nghệ, có người xin học cũng dạy không từng từ chối."
q2_3_4_page_292-0009,"Được ít lâu đồ đệ e rằng thầy dấu nghề không truyền hết, họ muốn thử."
q2_3_4_page_292-0010,"Một hôm, ngồi ăn ở phương trượng, có người ngầm cấp cái chùy sắt đứng sau vung đánh, hòa thượng nghe tiếng chùy liền giơ đũa gạt, chùy văng ra, võ nghệ cao đến như thế."
q2_3_4_page_293-0001,"Nguyễn Hoàng Mật: người huyện Phù Cát, Bình Định, 15 tuổi xuất gia, lưu ngụ ở Gia Định, vào ở chùa Đại Giác, giữ giới hạnh rất tinh."
q2_3_4_page_293-0002,"Quý Tỵ, năm Duệ Tông thứ 8, cắt tóc làm tăng."
q2_3_4_page_293-0003,"Năm Gia Long thứ 13, triệu vào Kinh cấp cho tăng cương, trụ trụ chùa Thiên Mụ, thống quản tăng chúng."
q2_3_4_page_293-0004,"Năm Minh Mệnh thứ 16 thì tịch, thọ 101 tuổi."
q2_3_4_page_293-0005,"Nguyễn Nhất Định: người huyện Đăng Xương, 7 tuổi xuất gia, ở chùa Linh Quang đã lớn, thờ Phổ Tĩnh thiển sư làm thầy, tinh thông nội điển, chúng tăng tôn làm đại sư."
q2_3_4_page_293-0006,"Năm Gia Long thứ 16, được trụ trì chùa Báo Quốc."
q2_3_4_page_293-0007,"Năm Minh Mệnh thứ 11 cấp cho giới đao và độ điệp, giữ quán Linh Hựu, cấp cho tăng cương, giữ chùa Giác Hoàng."
q2_3_4_page_293-0008,"Năm Thiệu Trị thứ 7 thì tịch, thọ 64 thọ."
q2_3_4_page_293-0009,THỔ SẢN
q2_3_4_page_293-0010,"Kính xét: sản vật phương Nam, phẩm loại rất nhiều, so với phương Bắc, thì trong số Bản thảo cương mục chép phẩm vật phương Nam chiếm đến quá nửa; nhưng phương Nam phương Bắc tên gọi khác nhau, khó nhận rõ được."
q2_3_4_page_293-0011,"Nay kính dịch các thi tập thánh chế các đời Minh Mệnh và Thiệu Trị, lại tham khảo các sách: Thi kinh tập tuyển, Lễ ký Nguyệt lệnh, Nam phương thảo mộc trạng của Kê Hàm nhà Tấn, Bản thảo cương mục của Lý Trân nhà Minh, Nông chính toàn thư của Từ Quang Khải, Quản phương phả của Lý Tượng Tấn, Bát Tiên tự điển, Cách trí kính nguyên của Trần Nguyên Long, An Nam chí của Cao Hùng Trưng, Khâm châu ký của Kê Niên nhà Tống, Loại dịch vật bộ của Diêu Bồi Khiêm, Ô châu cận lục của Dương Văn An nhà Mạc, Phủ biên tạp lục và Vân đài loại ngữ của Lê Quý Đồn nhà Lê, Dược tính chỉ nam của Tuệ Tĩnh thiền sư, Thực vật tiệp lục của Nguyễn Công Triều, Gia Định thông chí của Trịnh Hoài Đức bản triều, Sĩ hoạn tu tri lục của Nguyễn Công Tiệp, Nghệ An phong thổ ký của Bùi Dương Lịch."
q2_3_4_page_293-0012,"Lại tìm hỏi rộng đến những người dã lão điền phủ để biết rõ tên gọi, biên rõ hình loại."
q2_3_4_page_293-0013,"Phầm phẩm vật có chép trong các sách, đều chưa rõ xuất xứ, nếu không, thì vâng chép tên được vua cho, hoặc được vua đổi, hoặc vẫn theo tên tục cũ, hoặc vâng chép tên chữ mà chép luôn cả tên tục để tiện kê cứu."
q2_3_4_page_293_294-0001,"Tựu trung vật nào chép đầy đủ trong ""Thừa Thiên chí"" mà các tỉnh khác cũng có, thì không chép lại ở các tỉnh chí nữa, duy tỉnh nào có thổ sản đặc thù hoặc nhiều đặc biệt, hoặc sung lệ cống lệ thuế, thì mới chép, thảo mộc trạng của Kê Hàm nhà Tấn, Bản thảo cương mục của Lý Trân nhà Minh, Nông chính toàn thư của Từ Quang Khải, Quản phương phả của Lý Tượng Tấn, Bát Tiên tự điển, Cách trí kính nguyên của Trần Nguyên Long, An Nam chí của Cao Hùng Trưng, Khâm châu ký của Kê Niên nhà Tống, Loại dịch vật bộ của Diêu Bồi Khiêm, Ô châu cận lục của Dương Văn An nhà Mạc, Phủ biên tạp lục và Vân đài loại ngữ của Lê Quý Đồn nhà Lê, Dược tính chỉ nam của Tuệ Tĩnh thiền sư, Thực vật tiệp lục của Nguyễn Công Triều, Gia Định thông chí của Trịnh Hoài Đức bản triều, Sĩ hoạn tu tri lục của Nguyễn Công Tiệp, Nghệ An phong thổ ký của Bùi Dương Lịch."
q2_3_4_page_294-0001,"Lại tìm hỏi rộng đến những người dã lão điền phủ để biết rõ tên gọi, biên rõ hình loại."
q2_3_4_page_294-0002,"Phầm phẩm vật có chép trong các sách, đều chưa rõ xuất xứ, nếu không, thì vâng chép tên được vua cho, hoặc được vua đổi, hoặc vẫn theo tên tục cũ, hoặc vâng chép tên chữ mà chép luôn cả tên tục để tiện kê cứu."
q2_3_4_page_294-0003,"Tựu trung vật nào chép đầy đủ trong ""Thừa Thiên chí"" mà các tỉnh khác cũng có, thì không chép lại ở các tỉnh chí nữa, duy tỉnh nào có thổ sản đặc thù hoặc nhiều đặc biệt, hoặc sung lệ cống lệ thuế, thì mới chép."
q2_3_4_page_295-0001,LOAI COC
q2_3_4_page_295-0002,"Loai lia canh: tuc goi lia té, Bdn thdo chép ring, ít nhựa không dính gọi là ""canh""; Lễ ký chép ""gia sơ"", tức thứ lúa này."
q2_3_4_page_295-0003,"Năm Minh Mệnh thứ 17 đúc cửu đỉnh, khắc hình tượng vào Cao đỉnh."
q2_3_4_page_295-0004,"Lúa Minh Xuân: thân lúa cao, bông lúa dày hạt thóc vàng lợt mà hơi dài, gạo trắng nấu cơm rất thơm mà dẻo, tháng 11 cấy, tháng 4 chín, ưa ruộng thấp."
q2_3_4_page_295-0005,"Lúa ở tổng Bái An, đạo Quảng Trị hằng năm phải cống."
q2_3_4_page_295-0006,"Lúa thơm: tục gọi lúa da vàng, thân lúa cứng bông hia dầy, hạt thóc hơi dài, gạo rất trắng, nấu cơm rất thơm mềm."
q2_3_4_page_295-0007,"Lại có một loại tục gọi de trắng, hạt thóc hơi vàng, gạo trắng và thơm, tháng 10 cấy, tháng 3 chín, ưa ruộng thấp."
q2_3_4_page_295-0008,"Các tỉnh đều có nhưng chỉ có lúa sản ở xã An Cựu, huyện Hương Thủy là hơn cả, cũng gọi là ""lúa hương An Cựu"" hàng năm phải cống."
q2_3_4_page_295-0009,"Lúa móng chim: Gia Định thông chí gọi là 2 điểu trdo đạo, thân lúa thấp mà nhỏ, bông lúa ngắn và thưa, hạt thóc như hình móng chim."
q2_3_4_page_295-0010,"Hạt gạo nhọn hai đầu, sắc trắng, nấu cơm thơm mềm."
q2_3_4_page_295-0011,"Tháng 10 cấy, tháng 3 chín, ưa ruộng thấp."
q2_3_4_page_295-0012,Các tỉnh đều có nhưng lúa ở tính Vĩnh Long Nam Kỳ là hơn cả hàng năm phải cống.
q2_3_4_page_296-0001,"Lúa chiêm: Cương mục chép la chiêm đạo, tục gọi lúa chiêm, thân lúa cứng mà thấp, bông lúa dầy hạt thóc hơi tròn, gạo trắng nấu cơm trước mềm sau rắn."
q2_3_4_page_296-0002,"Tháng 11 cấy, tháng 3 chín, ưa ruộng trũng các tỉnh đều có."
q2_3_4_page_296-0003,"Lúa mạn: mạn đạo, tục gọi lúa mạn, thân lúa mềm, bông lúa dày, hạt thóc hơi day, gạo đỏ, nấu cơm rắn."
q2_3_4_page_296-0004,"Tháng 10 cấy, tháng 3 chín, ưa ruộng trũng các tỉnh đều có."
q2_3_4_page_296-0005,"Lúa chiêm: vâng mệnh chép tên chữ Hán là hồng chiên đạo (dưới đây đều thế), thân lúa mềm bông lúa to, hạt thóc hơi đen mà tròn, gạo đỏ."
q2_3_4_page_296-0006,"Có 2 loại: một loại không có râu, cơm mềm; một loại có râu, cơm rắn."
q2_3_4_page_296-0007,"Tháng 5 cấy, tháng 8 chín, ưa ruộng sâu và ruộng nước mặn, các tỉnh đều có."
